competition_id,competition_name
12241030,ITF Denver
12241182,Vietnamese U21
12241407,Iraqi Premier League
12241455,Eastbourne 2019
12241455,Eastbourne Open 2019
12241455,Nature Valley International 2019
12241614,ATP Antalya 2019
12241814,Nicaraguan U20
12241866,Milan Challenger 2019
12241987,Bulgarian Women's Matches
12242357,UEFA Champions League Qualifiers
12243103,ITF Shreveport
12243189,Chilean U21
12243193,Myanmar U19
12243201,Malaysian U21
12243231,UEFA Europa League Qualifiers
12243482,Bolivian Matches
12243514,Myanmar U21
12244027,Peruvian Copa Bicentenario
12244096,Recanati Challenger 2019
12244133,Ludwigshafen Challenger 2019
12244578,University Matches
12245225,Mexican Supercopa MX
12245261,ITF Saskatoon
12245263,ITF Ulangab
12245353,Braunschweig Challenger 2019
12245454,Perugia Challenger 2019
12245498,Winnipeg Challenger 2019
12245624,WTA Bastad 2019
12245684,Winnetka Challenger 2019
12246234,ITF Lima
12246304,Malaysian U19
12246418,Scottish League Cup
12246716,WTA Bucharest 2019
12246758,WTA Lausanne 2019
12246800,ITF Nur-Sultan
12246908,UEFA Nations League D
12246910,Nur-Sultan Challenger  2019
12246958,Colombian Ladies
12246958,Colombian Women's Matches
12246992,Iraqi Matches
12247002,ATP Bastad  2019
12247055,ATP Umag 2019
12247077,Amersfoort Challenger 2019
12247223,ATP Newport 2019
12247315,San Benedetto Challenger  2019
12247367,Mexican Trofeo de Campeon de Campeones
12247491,Gatineau Challenger 2019
12247659,Women's Test Matches
12247754,Elite Friendlies
12248145,Bhutan Premier League
12248147,President's Cup 2019
12248147,President's Cup 2020
12248343,"BRD Bucharest Open - Bucharest, Romania 2019"
12248465,Hall of Fame Open 2019
12248649,Plava Laguna Croatia Open Umag 2019
12248833,Challenger Banque National de Gatineau 2019
12248939,Van Mossel Kia Dutch Open 2019
12249037,San Benedetto Tennis Cup 2019
12249530,ITF Vitoria-Gasteiz
12249612,Jordanian Women's Matches
12249749,WTA Palermo 2019
12249894,ATP Hamburg 2019
12249910,ATP Gstaad 2019
12249984,ATP Atlanta 2019
12250110,Tampere Challenger 2019
12250144,WTA Jurmala 2019
12250192,Prague Challenger 2019
12250311,Binghamton Challenger 2019
12250337,Granby Challenger 2019
12250737,North American Leagues Cup
12251695,ATP Kitzbuhel 2019
12251695,Generali Open 2019
12251759,Washington Open 2019
12251791,Football Olympics 2020
12251791,Olympics 2020
12251791,Other Competitions Soccer
12251870,WTA San Jose 2019
12251888,ATP Los Cabos 2019
12252039,Chengdu Challenger 2019
12252126,ITF Grodzisk Mazowiecki
12252147,WTA Karlsruhe 2019
12252153,Sopot Challenger 2019
12252202,Segovia Challenger  2019
12252239,Venezuelan Cup
12252285,Lexington Challenger 2019
12252402,Cameroonese Women's Matches
12252452,Liberec Challenger 2019
12252574,Ladies Pan Am Games
12252574,Women's Pan Am Games
12253539,U20 Internationals
12253802,WTA Rogers Cup 2019
12253802,WTA Toronto Rogers Cup 2019
12253860,ATP Montreal Rogers Cup 2019
12253860,ATP Rogers Cup 2019
12254159,Manerbio Challenger 2019
12254213,Augsburg Challenger 2019
12254338,Aptos Challenger 2019
12254379,Yokkaichi Challenger 2019
12254538,ITF Nairobi
12254668,Pan Am Games
12254994,La Liga Serie A Cup
12255368,English FA Cup Qualifiers
12255380,Maldives Dhivehi League
12255386,Ugandan Division 2
12255466,Swiss 2 Liga
12255495,Cincinnati Open 2019
12255717,CAF Confederation Cup Qualifiers
12255741,Portoroz Challenger 2019
12255782,Cordenons Challenger 2019
12255882,Vancouver Challenger 2019
12255929,ITF Concord
12255931,ITF Huangshan
12255944,Meerbusch Challenger  2019
12256716,International Champions Cup Ladies
12256716,Women's International Champions Cup
12256946,WTA New York 2019
12257192,ATP Winston-Salem 2019
12257288,Qatari Sheikh Jassem Cup
12257290,Bosnian 1st League
12257318,L'Aquila Challenger 2019
12257509,US Open 2019
12258143,Brazilian Copa Fares Lopes
12258183,ITF Paraguay Futures
12258334,Mozambique Mocambola
12258789,Malian Premiere Division
12258993,Baotou Challenger 2019
12259046,Mallorca Challenger 2019
12259169,Como Challenger 2019
12259268,Montenegrin Matches
12259959,UEFA Ladies Euro Champ'ship Qualifiers
12259959,UEFA Women's Euro Champ'ship Qualifiers
12259994,CONMEBOL Women's Copa America
12260493,Jinan Challenger 2019
12260547,Ladies Olympic Qualifiers
12260547,Olympic Women's Qualifiers
12260566,Genova Challenger 2019
12260612,Cassis Challenger  2019
12260696,WTA New Haven 2019
12260744,New Haven Challenger 2019
12260994,CAF Women's African Nations Qualifiers
12261367,WTA Zhengzhou 2019
12261405,WTA Nanchang 2019
12261531,WTA Hiroshima  2019
12261559,Shanghai Challenger 2019
12261663,Szczecin Challenger 2019
12261695,Banja Luka Challenger 2019
12261725,Seville Challenger 2019
12261759,Cary Challenger 2019
12261924,Istanbul Challenger 2019
12261981,Luxembourg Promotion d'Honneur
12262166,ITF Meitar
12262168,ITF St Poelten
12262548,Laver Cup 2019
12262934,WTA Osaka 2019
12262970,WTA Seoul 2019
12263001,WTA Guangzhou 2019
12263267,ATP St. Petersburg 2019
12263267,St. Petersburg Open 2019
12263305,Biella Challenger 2019
12263353,Glasgow Challenger 2019
12263389,ATP Metz 2019
12263458,Columbus Challenger 2019
12263582,Kaohsiung Challenger 2019
12263696,Sibiu Challenger 2019
12263862,Maltese 1st Division
12263943,US Open 2020
12264192,ITF Denmark Futures
12264268,ITF Caldas da Rainha
12264270,ITF Johannesburg
12264364,Indonesian U20
12264428,Swiss Women's Matches
12264464,Greek Matches
12264582,Marsh One-Day Cup
12264598,"2019 Dongfeng Motor Wuhan Open - Wuhan, China 2019"
12264598,WTA Wuhan 2019
12264792,Egyptian Super Cup
12264900,ATP Chengdu 2019
12264924,WTA Tashkent 2019
12264955,ATP Zhuhai 2019
12265261,Florence Challenger 2019
12265329,Orleans Challenger 2019
12265359,Buenos Aires Challenger 2019
12265399,Tiburon Challenger 2019
12265483,Aruban Division di Honor
12266107,Portuguese League Cup
12266107,Taca da Liga
12266181,ITF Pretoria
12266332,China Open 2019
12266640,ATP Tokyo 2019
12266697,WAFU Nations Cup
12266929,Nur Sultan Challenger 2019
12267015,Lithuanian Cup
12267023,Barcelona Challenger 2019
12267071,Campinas Challenger 2019
12267123,Greek Super League 2
12267544,Irish Play-Offs
12267661,ICC World T20 Qualifiers
12267684,Kuwaiti U20
12267722,CONCACAF Women's Matches
12267768,Botswana Premier League
12267914,"Tianjin Open - Tianjin, China 2019"
12267914,WTA Tianjin 2019
12267948,The Hundred
12267959,ATP Shanghai 2019
12267959,Rolex Shanghai Masters 2019
12268312,WTA Linz 2019
12268381,Mouilleron le Captif Challenger 2019
12268417,Santo Domingo Challenger 2019
12268448,Fairfield Challenger 2019
12268510,English FA Ladies Super League 2
12269270,CONCACAF Nations League A
12269272,CONCACAF Nations League B
12269274,CONCACAF Nations League C
12269405,Moscow Open 2019
12269441,WTA Luxembourg 2019
12269579,Ningbo Challenger 2019
12269695,ATP Stockholm 2019
12269731,Ismaning Challenger 2019
12269767,ATP Antwerp 2019
12270112,Las Vegas Challenger 2019
12270602,ITF Dallas
12270937,ATP Vienna 2019
12270963,ATP Basel 2019
12271012,Latrobe City Traralgon Challenger 2019
12271012,Traralgon Challenger 2019
12271057,Liuzhou Challenger 2019
12271175,Olympics 2020
12271269,Hamburg Challenger 2019
12271359,Lima Challenger 2019
12271450,Turkish Ladies
12271467,Brest Challenger 2019
12271637,WTA Zhuhai 2019
12272382,WTA Shenzhen 2019
12272416,ATP Paris 2019
12272416,Rolex Paris Masters 2019
12272482,Playford Challenger 2019
12272542,Shenzhen Challenger 2019
12272636,Eckental Challenger 2019
12272703,Charlottesville Challenger 2019
12272737,Guayaquil Challenger 2019
12273158,Vietnamese Playoffs
12273550,ITF St Etienne
12273791,Burundi Premier League
12273798,Kobe Challenger 2019
12273872,Bratislava Challenger 2019
12273922,Montevideo Challenger 2019
12273957,Knoxville Challenger 2019
12273989,ATP Next Gen Finals 2019
12274242,Swedish Playoffs
12274351,Derbyshire Senior Cup Matches
12274375,ATP World Tour Finals 2019
12274441,ITF Malibu
12274669,Swiss Matches
12274671,Irish Champions Cup
12274867,WTA Taipei 2019
12274905,Pune Challenger 2019
12274953,Chinese Playoffs
12274959,Helsinki Challenger 2019
12274991,Ortisei Challenger 2019
12275021,WTA Houston 2019
12275087,English FA Ladies Premier League
12275269,Houston Challenger 2019
12275310,Champaign Challenger 2019
12275693,Latvian Playoffs
12275950,ITF Tucson
12275960,Algerian U19
12276171,Maia Challenger 2019
12276354,Norwegian Playoffs
12276464,Italian Super Cup
12276486,Reserves Matches
12276488,Reserve Matches
12276499,Albanian Matches
12276557,Gulf Cup Matches
12276589,Panamanian Ladies
12276605,AFC Ladies Asian Cup
12276689,Asian Games Men
12276755,FIFA Club World Cup
12276763,Asian Games Ladies
12276969,South Korean Playoffs
12276975,Senegalese Ligue 1
12277003,Australian Open Wildcard Playoff 2020
12277013,East Asian Cup
12277115,Diriyah Tennis Cup 2019
12277135,Tennis Exhibition Matches
12277166,Nepalese Matches
12277178,Hong Kong 3rd Division League
12277180,WTA Limoges 2019
12277373,Turkish Matches
12277461,ATP Cup 2020
12277884,Ghanain Premier League
12277921,ITF New Zealand Futures
12278024,WTA Auckland 2020
12278058,Icelandic Reykjavik Cup
12278060,WTA Brisbane 2020
12278098,WTA Shenzhen 2020
12278124,ATP Doha 2020
12278197,Noumea Challenger 2020
12278221,Bendigo Challenger 2020
12278538,Ann Arbor Challenger 2020
12278604,Senegalese Matches
12278844,Aruban Matches
12279225,Qatari Crown Prince Cup
12279246,Adelaide International 2020
12279276,ATP Auckland 2020
12279294,WTA Hobart 2020
12279623,Bangkok Challenger 2020
12279623,Bangkok Open 2020 2020
12279906,Kooyong Classic 2020
12280225,Brazilian Super Cup
12280248,CONMEBOL U23
12280704,Fijian U19
12280706,Slovenian U19
12281059,Icelandic Faxafloi Cup Ladies
12281061,Icelandic Reykjavik Cup Ladies
12281065,Argentinian Cup Qualifiers
12281147,Bangkok Challenger 2020
12281213,Rennes Challenger 2020
12281243,Andorran Cup
12281287,International Matches
12281486,ITF Liepaja
12281507,ITF Vero Beach
12281695,Peruvian Super Cup
12281822,Indian Ladies
12281893,Burnie Challenger 2020
12281926,Quimper Challenger 2020
12281944,Punta del Este Challenger 2020
12282055,Newport Beach Challenger 2020
12282134,WTA Newport Beach 2020
12282739,ATP Pune 2020
12282739,Tata Open Maharashtra 2020
12282782,ATP Cordoba 2020
12282782,Cordoba Open 2020
12282812,Launceston Challenger 2020
12282946,ATP Montpellier 2020
12283048,Dallas Challenger 2020
12283156,Australian Open 2021
12283637,WTA Hua Hin 2020
12283673,WTA St. Petersburg 2020
12283710,ATP Rotterdam 2020
12283755,ATP Buenos Aires 2020
12283789,Bengaluru Challenger 2020
12283855,Cherbourg Challenger 2020
12283990,Cleveland Challenger 2020
12284012,ATP New York 2020
12284325,ITF Nicholasville
12284838,WTA Dubai 2020
12284939,ATP Rio De Janeiro 2020
12284963,ATP Delray Beach 2020
12285067,ATP Marseille  2020
12285067,Open 13 Provence 2020
12285089,Bergamo Challenger  2020
12285115,Koblenz  Challenger 2020
12285270,Challenger Banque Nationale de Drummondville 2020
12285270,Drummondville Challenger 2020
12285320,Morelos Challenger 2020
12285374,Saint Kitts and Nevis Premier League
12286133,WTA Doha 2020
12286354,ATP Dubai 2020
12286400,Acapulco Open 2020
12286428,ATP Santiago 2020
12286650,Pau Challenger 2020
12286698,CONCACAF Ladies U20 Cup
12286776,Columbus Challenger 2020
12286849,Calgary Challenger 2020
12286991,Ghanain FA Cup
12287798,Indian U19
12287846,WTA Lyon 2020
12287912,WTA Monterrey 2020
12287940,Jordanian Super Cup
12287962,Estonia Super Cup
12287966,Davis Cup Finals 2022
12288035,Monterrey Challenger 2020
12288097,Indian Wells Challenger 2020
12288157,WTA Indian Wells 2020
12288492,ITF Potchefstroom
12288508,SheBelievesCup
12288617,CONMEBOL Ladies U20 Championship
12288951,Nur-Sultan Challenger I 2020
12288975,Potchefstroom Challenger 2020
12289083,ITF Olimpia
12289222,Solomon Islands Matches
12289393,Haitian Matches
12289407,Chilean Ladies
12289428,Benin Matches
12289556,Gambian Matches
12289812,ITF Anning
12289829,Ladies U19
12289904,Burundi Presidents Cup
12290125,Tajikistani Higher League
12290125,Tajikistani Premier League
12290206,Taiwanese Football Premier League
12290224,Taiwanese Ladies
12290310,International Tennis Series
12290316,Turkmenistan Higher League
12290342,Friendlies
12290424,Nicaraguan Playoffs
12290426,Tennis Point Exhibition Series
12290431,Wimbledon 2021
12290495,US Womens Pro Tennis Series
12290499,Marbello Series Exhibition
12290510,UTR Pro Match Series
12290593,"Exo-Tennis Series, Atlanta"
12290619,Vincy Premier League T10
12290625,South Korean K3 League
12290639,Exo-Tennis Series Ladies
12290639,"Exo-Tennis Series, Atlanta-Ladies"
12290655,Turkmenistan First League
12290674,"Generali Pro Series, Austria"
12290699,Faroe Ladies
12290705,GST Tours MatchPlay 120
12290723,UTF Ladies Invitational
12290789,US Mens Pro Tennis Series
12290832,New Zealand Premier League Tennis
12290834,LiveScore Cup
12290880,Valencia Tennis Challenge
12290935,TPG Exo
12290946,Ladies European Pro Tennis Series
12290948,European Pro Tennis Series
12290960,German Pro Series
12290962,TSS Tour
12290964,Ladies TSS Tour
12290995,Bradenton Tennis Series
12291007,"Ladies Generali Pro Series, Austria"
12291009,Mens TOP Liga CTS Exo
12291019,Ultimate Tennis Showdown
12291042,Adria Tennis Series
12291044,European Cricket Series
12291046,Czech Elite Cup
12291141,Eastern European Championship
12291151,Ladies German Pro Series
12291153,Adriatic Tennis Series
12291167,Lotos PZT Tour
12291171,Lotos PZT Ladies Tour
12291175,Peugeot Tennis Tour
12291177,"Peugeot Tennis Tour, Ladies"
12291269,St Lucia T10 Blast
12291275,MLS is Back Tournament
12291319,Italian Championship
12291329,Battle of the Brits
12291371,Credit One Bank Invitational
12291419,Ladies FPT Portugal Series
12291421,FPT Portugal Series
12291438,Mens UTR Pro Series Australia
12291438,"Mens UTR Pro Series, Australia"
12291440,Ladies UTR Pro Series Australia
12291440,"Ladies UTR Pro Series, Australia"
12291466,"Eastern European Championship, Ladies"
12291472,Italian Championship Ladies
12291539,US NWSL Challenge Cup
12291549,Austrian Tennis Championship
12291551,Ladies Austrian Tennis Championship
12291553,Romania Winners Open
12291555,Ladies British Tour
12291559,National Tennis Tour Switzerland
12291561,National Tennis Tour Switzerland Women
12291602,All American Tennis Cup
12291616,British Tour
12291624,Mexican Copa GNP
12291662,Exhibition Fed Cup
12291666,Montreux Ladies Open
12291725,UK Pro Series
12291727,UK Pro Series Ladies
12291733,Thiem's Seven
12291758,Spanish Liga MAPFRE
12291799,World Team Tennis
12291801,German Tennis Exhibition
12291803,Ladies German Tennis Exhibition
12291823,Progress Tour
12291853,Spanish Liga MAPFRE Ladies
12291949,Czech Cup
12291951,Spanish Regional League
12292148,Swiss Pro Cup
12292245,Ladies German Premier League
12292255,German Premier League
12292357,WTA Palermo
12292477,Polish Super Cup
12292597,WTA Prague
12292686,Bulgarian B League
12292690,Costa Rican Super Cup
12292698,WTA Lexington
12292985,Prague Challenger 2020
12293019,Todi Challenger 2020
12293320,Western & Southern Open 2020
12293320,Western and Southern Open 2020
12293635,Prague II Challenger 2020
12293703,Trieste Challenger 2020
12294864,Rachael Heyhoe Flint Trophy
12294866,WTA Prague 2020
12295034,Ostrava Challenger 2020
12295052,Acqua Dolomia Serena Wines Tennis Cup 2020
12295052,Cordenons Challenger 2020
12295118,English Ladies FA Community Shield
12295369,ITF Otocec
12295955,Moneta Czech Open 2020
12295955,Prostejov Challenger 2020
12295987,Aix en Provence Challenger 2020
12295987,Open du Pays d'Aix 2020
12296201,ITF Saint Palais
12296203,WTA Istanbul 2020
12296235,ATP Kitzbuhel 2020
12296729,Rome Open 2020
12296829,Iasi Challenger 2020
12297543,ATP Hamburg 2020
12297565,Forli Challenger 2020
12297583,Sibiu Challenger 2020
12297640,WTA Strasbourg 2020
12297913,French Open 2020
12297913,French Open Mens 2020
12297913,Roland Garros 2020
12298787,Maltese Matches
12298861,Split Challenger 2020
12298879,Biella Challenger 2020
12299665,Mauritanian Ligue 1
12299697,US Open 2021
12299707,Barcelona Challenger 2020
12299741,Parma Challenger 2020
12300257,ATP St. Petersburg 2020
12300275,ATP Sardinia 2020
12300293,Alicante Challenger 2020
12300311,ATP Cologne
12300311,ATP Cologne 2020
12300329,Lisbon Challenger 2020
12300702,ITF Funchal
12300963,Spanish Segunda Division B - Group 5
12300963,Spanish Segunda RFEF - Group 5
12300979,WTA Ostrava 2020
12301013,Istanbul Challenger 2020
12301035,Ismaning Challenger 2020
12301055,ATP Cologne II 2020
12301319,ATP Antwerp 2020
12301377,ITF Reims
12301543,Womens IPL
12301840,AnyTech365 Marbella Tennis Open 2020
12301840,Marbella Challenger 2020
12301860,Hamburg Challenger 2020
12301860,Tennis Challenger Hamburg Presented by Tanne 2020
12301880,ATP Vienna 2020
12301880,Erste Bank Open 2020
12301967,ATP Nur-Sultan 2020
12302280,ITF Pazardzhik
12302286,ITF Platja D'aro
12302497,Eckental Challenger 2020
12302513,Parma Challenger 2020
12302533,ATP Paris 2020
12303018,COSAFA Ladies Championship
12303122,WTA Linz 2020
12303156,ATP Sofia 2020
12303178,Bratislava Challenger 2020
12303220,Cary Challenger 2020
12303704,ATP World Tour Finals 2020
12303766,Ortisei Challenger 2020
12303818,Orlando Challenger 2020
12303836,Guayaquil Challenger 2020
12304130,ITF Haabneeme
12304154,Lanka Premier League
12304327,Sao Paulo Challenger 2020
12304345,Lima Challenger 2020
12304791,Maia 2020
12304791,Maia Challenger 2020
12304823,Campinas 2020
12304823,Campinas Challenger 2020
12305199,US United Premier Soccer League
12305357,Brazilian Roraimense Matches
12305385,Indian FA Shield
12305469,ITF Selva Gardena
12305525,Syrian 2nd Division
12306000,ATP Antalya
12306026,ATP Delray Beach
12306026,ATP Delray Beach 2021
12306076,WTA Abu Dhabi 2021
12306134,WTA Abu Dhabi
12306233,Syed Mushtaq Ali Trophy
12306310,Ladies Australian Open
12306314,Australian Open
12306320,Mens Australian Open
12306390,ITF Hamburg
12306418,PTS Naples Men’s $25K Clay 2 2021
12306595,Gambian GFA League 1st Division
12306619,UAE Matches
12306621,Abu Dhabi T10
12306627,Mauritanian Premier League
12306629,Istanbul Challenger 2021
12306723,ITF Fujairah
12306781,"Men's UTR Pro Series, Florida"
12306785,"Ladies UTR Pro Series, California"
12307019,Antalya Challenger 2021
12307063,Quimper Challenger 2021
12307180,ATP Cup 2021
12307422,A Day At The Drive
12307470,WTA Gippsland 2021
12307500,WTA Yarra Valley 2021
12307524,ATP Great Ocean Road 2021
12307574,ATP Murray River 2021
12307663,Antalya 2021
12307663,Antalya Challenger 2 2021
12307683,Quimper 2021
12307683,Quimper Challenger 2 2021
12307925,"Men's UTR Pro Series, Spain"
12307929,WTA Grampians 2021
12308307,Thai Playoffs
12308347,Biella Challenger 2021
12308347,Biella Challenger Indoor 1 2021
12308367,PotchOpen I 2021
12308367,Potchefstroom Challenger 2021
12308489,Challenger Cherbourg - La Manche 2021
12308489,Cherbourg Challenger  2021
12308636,"Men's UTR Pro Series, California"
12308883,WTA Phillip Island Trophy
12308914,Biella Challenger 2 2021
12308934,Potchefstroom Challenger 2 2021
12309073,Concepcion Challenger 2021
12309285,"Ladies UTR Pro Series, Spain"
12309311,Malian Matches
12309513,ATP Singapore 2021
12309557,ATP Cordoba 2021
12309629,Nur-Sultan Challenger 1 2021
12309629,Nur-Sultan Challenger 2021
12309680,ATP Montpellier 2021
12309732,WTA Adelaide
12309736,Gran Canaria Challenger 2021
12309951,Australian Open 2022
12310143,ITF Boca Raton
12310179,WTA Adelaide 2021
12311045,WTA Doha 2021
12311107,WTA Lyon 2021
12311135,ATP Rotterdam 2021
12311181,ATP Buenos Aires 2021
12311221,Nur-Sultan 2 Challenger 2021
12311275,St. Petersburg Challenger  2021
12311275,St. Petersburg Challenger 2021
12311391,Gran Canaria 2 Challenger 2021
12311717,Melbourne Open 2023
12311809,Road Safety World Series T20
12311859,ITF Newport
12312200,ATP Doha 2021
12312232,ATP Santiago 2021
12312232,Chile Dove Men+Care Open 2021
12312268,Abierto Zapopan 2021
12312268,WTA Guadalajara 2021
12312300,Dubai Duty Free Tennis Championship 2021
12312300,WTA Dubai 2021
12312350,St. Petersburg Challenger 2 2021
12312396,Biella Challenger 3 2021
12312414,ATP Marseille 2021
12312680,Spanish Segunda Ladies
12313217,Bett1 Open 2021
12313217,WTA Berlin 2021
12313396,St. Petersburg Ladies Trophy 2021
12313396,WTA St. Petersburg 2021
12313994,ATP Dubai 2021
12314069,Argentinian U20
12314075,Abierto GNP Seguros 2021
12314075,WTA Monterrey 2021
12314103,ATP Acapulco 2021
12314199,Biella Challenger 4 2021
12314345,Cleveland Challenger 2021
12314379,Santiago Challenger 2021
12314495,Romanian Reserves
12315690,Lille Challenger 2021
12315706,Lugano Challenger 2021
12315726,Zadar Challenger 2021
12315760,PTT Atlanta Women’s $25K Hard 1 2021
12315760,UTR Atlanta Women's 2021
12316049,"Mens UTR Pro Series, Australia"
12316049,PTT Canberra Men’s $25K Hard 2 2021
12316131,"Ladies UTR Pro Series, Australia"
12316349,Miami Open 2021
12316349,Miami Open presented by Itau 2021
12317402,UTR Bulgaria Men's 2021
12318310,Marbella Challenger 2021
12318328,UTR Cancun Men's 2021
12318430,Oeiras Challenger 2021
12318687,UTR Atlanta Women's 2 2021
12319523,Copa Colsanitas 2021
12319523,WTA Bogota 2021
12319563,Volvo Car Open 2021
12319563,WTA Charleston 2021
12319629,Split Challenger 2021
12319655,ATP Marbella 2021
12319677,ATP Cagliari 2021
12319729,Oeiras Challenger 2 2021
12320027,UTR Atlanta Men’s 2021
12320119,ITF Bellinzona
12320380,UTR Cancun Men’s 3 2021
12320749,ITF Cordoba
12321344,UTR Barcelona Women's 3 2021
12321505,ATP Monte Carlo 2021
12322201,MUSC Health Women's Open 2021
12322201,WTA Charleston 2 2021
12322263,Split Challenger 2 2021
12322287,Belgrade Challenger 2021
12322478,Orlando Challenger 2021
12322692,UTR Atlanta Men’s 2 2021
12322780,"Ladies UTR Pro Series, Australia"
12322798,"Mens UTR Pro Series, Australia"
12323165,Romanian Super Cup
12323818,Billie Jean King Cup
12323818,Billie Jean King Cup 2021
12323818,Billie Jean King Cup 2022
12323818,Billie Jean King Cup 2023
12323876,Indonesian Inter Island Cup
12323934,UTR Romania Women's 2021
12324040,WTA Istanbul 2021
12324092,WTA Stuttgart 2021
12324124,ATP Barcelona 2021
12324198,US USL League One
12324253,"Mens UTR Pro Series, Australia"
12324353,Rome Challenger 2021
12324421,ATP Belgrade 2021
12324651,Tallahassee Challenger 2021
12324687,Salinas Challenger 2021
12324843,Porsche Tennis Grand Prix 2021
12324879,Tennis Championship Istanbul 2021
12325433,Spanish Cup Ladies
12325689,Togolese Premiere Division
12325775,Mauritanian Matches
12326495,UTR Barcelona Men's 3 2021
12326613,ATP Estoril 2021
12327202,ATP Munich 2021
12327290,UTR Naples Women's 2 2021
12327428,Rome Challenger 2 2021
12327446,Ostrava Challenger 2021
12327722,UTR Romania Women's 2 2021
12327804,Salinas Challenger 2 2021
12328085,UTR Newport Women's 4 2021
12328245,Madrid Open 2021
12328245,Mutua Madrid Open 2021
12328245,WTA Madrid 2021
12329286,ATP Madrid 2021
12329490,Prague Challenger 2021
12329514,Biella Challenger 5 2021
12329589,L 'Open 35 de Saint-Malo 2021
12329589,WTA Saint-Malo 2021
12329763,UTR Newport Women’s 5 2021
12330174,ITF Salinas
12330722,Internazionali BNL d'Italia 2021
12330722,WTA Rome 2021
12330782,ATP Rome 2021
12331072,Heilbronn Challenger 2021
12331090,Zagreb Challenger 2021
12331715,US National Women Soccer League
12332035,Belgrade 2021
12332035,WTA Belgrade 2021
12332047,Emilia-Romagna Open 2021
12332047,WTA Parma 2021
12332099,ATP Geneva 2021
12332235,UTR Las Vegas Women’s 2021
12332357,Biella Challenger 6 2021
12332433,Oeiras Challenger 3 2021
12332445,ATP Lyon 2021
12333295,Ethiopian Matches
12333297,ITF Sibenik
12333325,UTR Newport Beach Men’s 5 2021
12333445,UTR Romania Men's 2021
12334095,Internationaux de Strasbourg 2021
12334095,WTA Strasbourg 2021
12334127,ATP Parma 2021
12334285,UTR West Lakes Men's 2021
12334579,Oeiras Challenger 4 2021
12334611,UTR Denmark Women's 2021
12334791,UTR Newport Beach Men’s 6 2021
12334946,UTR West Lakes Women's 2021
12335056,French Open 2021
12335056,Roland Garros 2021
12335473,UTR Las Vegas Women’s 2 2021
12335655,Austrian Playoffs
12336466,UTR Croatia Men’s 2021
12336664,Baltic Cup
12337364,UTR West Lakes Women 2 2021
12337364,UTR West Lakes Women's 2 2021
12337452,Biella Challenger 7 2021
12337533,Little Rock Challenger 2021
12337555,UTR Bradenton Men’s 2021
12337659,UTR Bradenton Women’s 2021
12337793,UTR West Lakes Men 2 2021
12337793,UTR West Lakes Men's 2 2021
12338063,UTR Romania Men’s 2 2021
12338201,UTR Barcelona Women’s 4 2021
12338745,ITF Santo Domingo
12339529,Colombian U19
12339545,Nottingham Open 2021
12339545,WTA Nottingham 2021
12339758,Almaty Challenger 2021
12339817,Bratislava Challenger 2021
12339914,Nottingham Challenger 2021
12340040,Orlando 2 Challenger 2021
12340040,Orlando Challenger 2 2021
12340062,UTR Barcelona Women's 5 2021
12340160,UTR Barcelona Men's 4 2021
12340266,Lyon Challenger 2021
12340464,German Women's Bundesliga
12340466,German Women's Bundesliga 2
12340470,Viking Open Nottingham 2021
12340474,UTR Bradenton Men’s 2 2021
12340630,WTA Bol 2021
12340656,UTR Bradenton Women’s 2 2021
12340802,ATP Stuttgart 2021
12342021,German Regionalliga Playoffs
12342185,ATP London 2021
12342209,UTR Newport Women’s 6 2021
12342305,ATP Halle 2021
12342427,Almaty Challenger 2 2021
12342473,Viking Classic Birmingham 2021
12342473,WTA Birmingham 2021
12342513,Prostejov Challenger 2021
12342579,Nottingham Challenger 2 2021
12342625,Forli Challenger 2021
12342625,Forli Challenger II 2021
12342701,Aix en Provence Challenger 2021
12343215,UTR Denmark Men’s 2021
12344618,Viking International Eastbourne 2021
12344618,WTA Eastbourne 2021
12344644,ATP Eastbourne 2021
12344666,ATP Mallorca 2021
12344684,UTR Barcelona Men’s 5 2021
12344780,UTR Czech Republic Women’s 2021
12345050,Milan Challenger 2021
12345068,WTA Bad Homburg 2021
12345346,UTR Las Vegas Men’s 2021
12346896,Charlotte Edwards Cup
12347617,Porto Challenger 2021
12347657,UTR Czech Republic Women’s 2 2021
12348095,UTR Las Vegas Men’s 2 2021
12348225,UTR Newport Beach Women’s 7 2021
12348435,ITF Wroclaw
12348441,ITF The Hague
12348701,ITF Palma Del Rio
12349877,UTR Serbia Men's 2021
12349997,UTR Atlanta Men’s 3 2021
12350437,Perugia Challenger 2021
12350455,Salzburg Challenger 2021
12350503,Braunschweig Challenger 2021
12350669,UTR Dallas Women's 2021
12351009,WTA Bastad 2021
12351059,Hamburg European Open 2021
12351059,WTA Hamburg 2021
12351213,ITF Slovenia Futures
12351359,The Hundred - Womens
12351533,UEFA Europa Conference Qualifiers
12351659,Men's Olympics 2020
12351819,Macau Matches
12353027,WTA Budapest 2021
12353053,WTA Prague 2021
12353117,UTR Atlanta Men’s 4 2021
12353237,ATP Hamburg 2021
12353387,Nur-Sultan Challenger 3 2021
12353459,Iasi Challenger 2021
12353646,Todi Challenger 2021
12353662,ATP Bastad 2021
12353730,Amersfoort Challenger 2021
12353983,ATP Newport 2021
12354225,Livesport Prague Open 2021
12354265,WTA Lausanne 2021
12354303,Hungarian Grand Prix 2021
12354791,Ladies Open Lausanne 2021
